District,S.No.,Parameters,Type,April - Total [(A+B) or (C+D)],April - Public [A],April - Private [B],April - Urban [C],April - Rural [D],May - Total [(A+B) or (C+D)],May - Public [A],May - Private [B],May - Urban [C],May - Rural [D],June - Total [(A+B) or (C+D)],June - Public [A],June - Private [B],June - Urban [C],June - Rural [D],July - Total [(A+B) or (C+D)],July - Public [A],July - Private [B],July - Urban [C],July - Rural [D],August - Total [(A+B) or (C+D)],August - Public [A],August - Private [B],August - Urban [C],August - Rural [D],September - Total [(A+B) or (C+D)],September - Public [A],September - Private [B],September - Urban [C],September - Rural [D],October - Total [(A+B) or (C+D)],October - Public [A],October - Private [B],October - Urban [C],October - Rural [D],November - Total [(A+B) or (C+D)],November - Public [A],November - Private [B],November - Urban [C],November - Rural [D],December - Total [(A+B) or (C+D)],December - Public [A],December - Private [B],December - Urban [C],December - Rural [D],January - Total [(A+B) or (C+D)],January - Public [A],January - Private [B],January - Urban [C],January - Rural [D],February - Total [(A+B) or (C+D)],February - Public [A],February - Private [B],February - Urban [C],February - Rural [D],March - Total [(A+B) or (C+D)],March - Public [A],March - Private [B],March - Urban [C],March - Rural [D],Total - Total [(A+B) or (C+D)],Total - Public [A],Total - Private [B],Total - Urban [C],Total - Rural [D]
Pondicherry,'14.8.7',Number of blood transfusions done,TOTAL,4271,4271,NA,4270,1,4817,4817,NA,4814,3,4526,4526,NA,4524,2,4837,4837,NA,4834,3,4955,4955,NA,4952,3,5177,5177,NA,5170,7,4630,4630,NA,4626,4,1,1,NA,0,1,313,313,NA,312,1,244,244,NA,243,1,2,2,NA,0,2,1,1,NA,0,1,33774,33774,NA,33745,29
Pondicherry,'14.9.1',Inpatient Deaths - Male,TOTAL,66,66,NA,66,0,39,39,NA,39,0,86,86,NA,85,1,77,77,NA,76,1,70,70,NA,70,0,93,93,NA,92,1,113,113,NA,111,2,8,8,NA,7,1,8,8,NA,7,1,5,5,NA,4,1,2,2,NA,0,2,0,0,NA,0,0,567,567,NA,557,10
Pondicherry,'14.9.2',Inpatient Deaths - Female,TOTAL,47,47,NA,47,0,50,50,NA,50,0,125,125,NA,125,0,48,48,NA,48,0,54,54,NA,53,1,55,55,NA,53,2,171,171,NA,170,1,2,2,NA,2,0,2,2,NA,2,0,3,3,NA,1,2,1,1,NA,0,1,1,1,NA,0,1,559,559,NA,551,8
Pondicherry,'14.10',In-Patient Head Count at midnight,TOTAL,86721,86721,NA,75880,10841,93875,93875,NA,81209,12666,88137,88137,NA,76432,11705,94934,94934,NA,82927,12007,85146,85146,NA,72048,13098,83401,83401,NA,68421,14980,86850,86850,NA,71149,15701,24678,24678,NA,11379,13299,22611,22611,NA,11655,10956,25951,25951,NA,15689,10262,8719,8719,NA,0,8719,8089,8089,NA,0,8089,709112,709112,NA,566789,142323
Pondicherry,'14.11',Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,0,0,NA,0,0,65,65,NA,65,0,0,0,NA,0,0,30,30,NA,30,0,0,0,NA,0,0,1,1,NA,0,1,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,0,2,1,1,NA,0,1,0,0,NA,0,0,101,101,NA,95,6
Pondicherry,'14.12.1',Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,176,176,NA,117,59,219,219,NA,168,51,165,165,NA,118,47,215,215,NA,180,35,221,221,NA,157,64,338,338,NA,277,61,186,186,NA,139,47,199,199,NA,143,56,175,175,NA,149,26,177,177,NA,140,37,23,23,NA,0,23,28,28,NA,0,28,2122,2122,NA,1588,534
Pondicherry,'14.12.2',Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,144,144,NA,95,49,171,171,NA,136,35,113,113,NA,72,41,151,151,NA,116,35,143,143,NA,108,35,184,184,NA,144,40,126,126,NA,88,38,136,136,NA,110,26,112,112,NA,90,22,131,131,NA,100,31,21,21,NA,0,21,20,20,NA,0,20,1452,1452,NA,1059,393
Pondicherry,'14.12.3',Outborn – Male,TOTAL,26,26,NA,19,7,45,45,NA,25,20,46,46,NA,23,23,28,28,NA,9,19,23,23,NA,8,15,120,120,NA,93,27,61,61,NA,28,33,32,32,NA,10,22,22,22,NA,7,15,19,19,NA,7,12,8,8,NA,0,8,14,14,NA,0,14,444,444,NA,229,215
Pondicherry,'14.12.4',Outborn - Female,TOTAL,24,24,NA,17,7,41,41,NA,23,18,35,35,NA,18,17,31,31,NA,10,21,28,28,NA,9,19,53,53,NA,24,29,37,37,NA,24,13,18,18,NA,5,13,13,13,NA,3,10,12,12,NA,3,9,9,9,NA,0,9,5,5,NA,0,5,306,306,NA,136,170
Pondicherry,'14.12.5',Number of newborns admitted in SNCU - referred by ASHA,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
Pondicherry,'14.13',Number of deaths occurring at SNCU,TOTAL,29,29,NA,27,2,38,38,NA,35,3,31,31,NA,27,4,38,38,NA,37,1,26,26,NA,22,4,39,39,NA,30,9,25,25,NA,22,3,34,34,NA,32,2,24,24,NA,16,8,43,43,NA,39,4,4,4,NA,0,4,2,2,NA,0,2,333,333,NA,287,46
Pondicherry,'14.14.1',Number of children admitted in NRC,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
Pondicherry,'14.14.2',Number of children discharged with target weight gain from the NRCs,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
Pondicherry,'14.15',Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,26,26,NA,10,16,25,25,NA,10,15,23,23,NA,10,13,23,23,NA,10,13,24,24,NA,10,14,24,24,NA,10,14,26,26,NA,9,17,24,24,NA,10,14,29,29,NA,14,15,29,29,NA,14,15,26,26,NA,12,14,23,23,NA,11,12,302,302,NA,130,172
Pondicherry,'14.16',Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,132,132,NA,63,69,120,120,NA,57,63,244,244,NA,60,184,141,141,NA,58,83,127,127,NA,61,66,167,167,NA,78,89,134,134,NA,57,77,130,130,NA,61,69,138,138,NA,57,81,119,119,NA,53,66,133,133,NA,57,76,125,125,NA,63,62,1710,1710,NA,725,985
Pondicherry,'14.17',Stock out rate of essential Drugs,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
Pondicherry,'14.18',Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,55,55,NA,NA,55,58,58,NA,NA,58,49,49,NA,NA,49,51,51,NA,NA,51,39,39,NA,NA,39,30,30,NA,NA,30,19,19,NA,NA,19,19,19,NA,NA,19,38,38,NA,NA,38,18,18,NA,NA,18,24,24,NA,NA,24,22,22,NA,NA,22,422,422,NA,NA,422
Pondicherry,'14.19',Total number of blood units issued in year,TOTAL,189,189,NA,NA,189,147,147,NA,NA,147,135,135,NA,NA,135,131,131,NA,NA,131,113,113,NA,NA,113,106,106,NA,NA,106,106,106,NA,NA,106,87,87,NA,NA,87,79,79,NA,NA,79,99,99,NA,NA,99,79,79,NA,NA,79,91,91,NA,NA,91,1362,1362,NA,NA,1362
Pondicherry,'14.20',Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,77,NA,NA,77,77,77,NA,NA,77,79,79,NA,NA,79,70,70,NA,NA,70,77,77,NA,NA,77,76,76,NA,NA,76,76,76,NA,NA,76,75,75,NA,NA,75,607,607,NA,NA,607
Pondicherry,'15.1',Number of Lab Tests done,TOTAL,703443,703443,NA,636394,67049,155194,155194,NA,77098,78096,659124,659124,NA,587707,71417,685574,685574,NA,611792,73782,670330,670330,NA,596716,73614,629112,629112,NA,566703,62409,640436,640436,NA,567702,72734,80872,80872,NA,15549,65323,68949,68949,NA,16073,52876,62195,62195,NA,12378,49817,64568,64568,NA,15057,49511,45910,45910,NA,8639,37271,4465707,4465707,NA,3711808,753899
Pondicherry,'15.2.1',Number of Hb tests conducted,TOTAL,23033,23033,NA,17546,5487,30471,30471,NA,24451,6020,27895,27895,NA,22530,5365,32876,32876,NA,27224,5652,21951,21951,NA,17160,4791,27036,27036,NA,21231,5805,33614,33614,NA,28110,5504,26972,26972,NA,21252,5720,26428,26428,NA,21778,4650,26643,26643,NA,22597,4046,5579,5579,NA,1655,3924,4210,4210,NA,797,3413,286708,286708,NA,226331,60377
Pondicherry,'15.2.2',"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,317,317,NA,160,157,651,651,NA,472,179,606,606,NA,464,142,589,589,NA,457,132,237,237,NA,126,111,669,669,NA,574,95,865,865,NA,601,264,306,306,NA,74,232,796,796,NA,749,47,843,843,NA,758,85,219,219,NA,121,98,163,163,NA,48,115,6261,6261,NA,4604,1657
Pondicherry,'15.3.1.a',Male HIV - Number Tested,TOTAL,3428,3428,NA,2658,770,3570,3570,NA,2772,798,3187,3187,NA,2382,805,3445,3445,NA,2739,706,2987,2987,NA,2327,660,3326,3326,NA,2606,720,2901,2901,NA,2254,647,3273,3273,NA,2555,718,3476,3476,NA,2475,1001,3004,3004,NA,2300,704,3331,3331,NA,2533,798,2153,2153,NA,1628,525,38081,38081,NA,29229,8852
Pondicherry,'15.3.1.b',Male HIV - Number Positive,TOTAL,8,8,NA,8,0,11,11,NA,10,1,7,7,NA,7,0,10,10,NA,9,1,8,8,NA,8,0,10,10,NA,10,0,5,5,NA,5,0,13,13,NA,12,1,7,7,NA,6,1,8,8,NA,7,1,11,11,NA,10,1,7,7,NA,7,0,105,105,NA,99,6
Pondicherry,'15.3.2.a',Female Non ANC HIV - Number Tested,TOTAL,2200,2200,NA,1695,505,2444,2444,NA,1912,532,1930,1930,NA,1533,397,2113,2113,NA,1684,429,1938,1938,NA,1563,375,2098,2098,NA,1638,460,1782,1782,NA,1419,363,2023,2023,NA,1623,400,2107,2107,NA,1512,595,1951,1951,NA,1516,435,2237,2237,NA,1727,510,1554,1554,NA,1221,333,24377,24377,NA,19043,5334
Pondicherry,'15.3.2.b',Female Non ANC HIV - Number Positive,TOTAL,9,9,NA,9,0,10,10,NA,10,0,5,5,NA,5,0,7,7,NA,7,0,6,6,NA,5,1,4,4,NA,3,1,3,3,NA,3,0,6,6,NA,6,0,3,3,NA,3,0,3,3,NA,3,0,8,8,NA,8,0,6,6,NA,6,0,70,70,NA,68,2
Pondicherry,'15.3.3.a',Number of pregnant women screened for HIV,TOTAL,2543,2543,NA,1488,1055,2158,2158,NA,1230,928,1637,1637,NA,921,716,1664,1664,NA,948,716,1228,1228,NA,674,554,1411,1411,NA,832,579,1674,1674,NA,1005,669,1627,1627,NA,954,673,1427,1427,NA,920,507,1540,1540,NA,854,686,1483,1483,NA,862,621,1010,1010,NA,482,528,19402,19402,NA,11170,8232
Pondicherry,'15.3.3.b',"Out of the above, number screened positive",TOTAL,13,13,NA,13,0,1,1,NA,1,0,0,0,NA,0,0,1,1,NA,1,0,1,1,NA,1,0,1,1,NA,1,0,1,1,NA,0,1,1,1,NA,0,1,0,0,NA,0,0,2,2,NA,2,0,0,0,NA,0,0,8,8,NA,8,0,29,29,NA,27,2
Pondicherry,'15.3.3.c',"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,1,0,1,1,NA,1,0,2,2,NA,1,1,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,5,5,NA,3,2
Pondicherry,'15.3.4.a',Number of Male STI/RTI attendees tested for syphilis,TOTAL,799,799,NA,212,587,737,737,NA,253,484,711,711,NA,220,491,711,711,NA,246,465,625,625,NA,218,407,763,763,NA,318,445,482,482,NA,94,388,561,561,NA,171,390,537,537,NA,150,387,552,552,NA,145,407,691,691,NA,139,552,360,360,NA,27,333,7529,7529,NA,2193,5336
Pondicherry,'15.3.4.b',Number of Male STI/RTI attendees found sero Positive for syphilis,TOTAL,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,0,0,3,3,NA,3,0,7,7,NA,7,0,8,8,NA,8,0,3,3,NA,3,0,4,4,NA,2,2,0,0,NA,0,0,27,27,NA,24,3
Pondicherry,'15.3.4.c',Number of Female (Non ANC)STI/RTI attendees tested for syphilis,TOTAL,460,460,NA,86,374,429,429,NA,59,370,342,342,NA,64,278,329,329,NA,48,281,268,268,NA,21,247,363,363,NA,80,283,381,381,NA,126,255,607,607,NA,300,307,572,572,NA,263,309,578,578,NA,269,309,689,689,NA,318,371,242,242,NA,7,235,5260,5260,NA,1641,3619
Pondicherry,'15.3.4.d',Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis,TOTAL,14,14,NA,0,14,0,0,NA,0,0,0,0,NA,0,0,10,10,NA,0,10,1,1,NA,0,1,1,1,NA,0,1,1,1,NA,1,0,12,12,NA,3,9,6,6,NA,5,1,0,0,NA,0,0,3,3,NA,0,3,6,6,NA,0,6,54,54,NA,9,45
Pondicherry,'15.4.1',Widal tests - Number Tested,TOTAL,171,171,NA,41,130,200,200,NA,59,141,454,454,NA,352,102,279,279,NA,97,182,347,347,NA,73,274,877,877,NA,491,386,720,720,NA,251,469,657,657,NA,198,459,824,824,NA,472,352,361,361,NA,109,252,363,363,NA,84,279,167,167,NA,47,120,5420,5420,NA,2274,3146
Pondicherry,'15.4.2',Widal tests - Number Positive,TOTAL,2,2,NA,2,0,4,4,NA,4,0,14,14,NA,9,5,11,11,NA,5,6,10,10,NA,0,10,32,32,NA,14,18,27,27,NA,7,20,79,79,NA,8,71,62,62,NA,11,51,23,23,NA,6,17,13,13,NA,4,9,1,1,NA,0,1,278,278,NA,70,208
Pondicherry,'16.1',Infant deaths within 24 hrs(1 to 23 Hrs) of birth,TOTAL,5,5,NA,5,0,2,2,NA,2,0,2,2,NA,2,0,4,4,NA,4,0,7,7,NA,6,1,4,4,NA,3,1,5,5,NA,4,1,1,1,NA,0,1,3,3,NA,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,33,33,NA,26,7
Pondicherry,'16.2.1',Infant Deaths up to 4 weeks due to Sepsis,TOTAL,4,4,NA,4,0,7,7,NA,7,0,15,15,NA,15,0,12,12,NA,12,0,10,10,NA,10,0,17,17,NA,15,2,6,6,NA,6,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,0,2,0,0,NA,0,0,73,73,NA,69,4
Pondicherry,'16.2.2',Infant Deaths up to 4 weeks due to Asphyxia,TOTAL,5,5,NA,4,1,3,3,NA,2,1,4,4,NA,2,2,7,7,NA,6,1,7,7,NA,6,1,7,7,NA,6,1,2,2,NA,0,2,1,1,NA,0,1,4,4,NA,0,4,1,1,NA,0,1,0,0,NA,0,0,2,2,NA,0,2,43,43,NA,26,17
Pondicherry,'16.2.3',Infant Deaths up to 4 weeks due to Other causes,TOTAL,12,12,NA,11,1,28,28,NA,26,2,20,20,NA,18,2,19,19,NA,19,0,12,12,NA,10,2,19,19,NA,13,6,13,13,NA,13,0,0,0,NA,0,0,1,1,NA,0,1,3,3,NA,0,3,2,2,NA,0,2,0,0,NA,0,0,129,129,NA,110,19
Pondicherry,'16.3.1',Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,1,1,NA,1,0,4,4,NA,4,0,2,2,NA,1,1,1,1,NA,1,0,0,0,NA,0,0,3,3,NA,3,0,4,4,NA,2,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,16,16,NA,12,4
Pondicherry,'16.3.2',Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,1,0
Pondicherry,'16.3.3',Number of Infant Deaths (1 -12 months) due to Fever related,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,0,2
Pondicherry,'16.3.4',Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
Pondicherry,'16.3.5',Number of Infant Deaths (1 -12 months) due to Others,TOTAL,6,6,NA,5,1,3,3,NA,3,0,2,2,NA,1,1,4,4,NA,4,0,5,5,NA,5,0,10,10,NA,9,1,8,8,NA,8,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,39,39,NA,35,4
Pondicherry,'16.4.1',Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,2,2,NA,2,0,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,5,5,NA,4,1
Pondicherry,'16.4.2',Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
Pondicherry,'16.4.3',Number of Child Deaths (1 -5 years) due to Fever related,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,1,1,NA,0,1
Pondicherry,'16.4.4',Number of Child Deaths (1 -5 years) due to Measles,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
Pondicherry,'16.4.5',Number of Child Deaths (1 -5 years) due to Others,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,5,5,NA,5,0,5,5,NA,5,0,6,6,NA,6,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,16,16,NA,16,0
Pondicherry,'16.5.1',Number of Maternal Deaths due to Bleeding,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
Pondicherry,'16.5.2',Number of Maternal Deaths due to High fever,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
Pondicherry,'16.5.3',Number of Maternal Deaths due to Abortion,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
Pondicherry,'16.5.4',Number of Maternal Deaths due to Obstructed/prolonged labour,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
Pondicherry,'16.5.5',Number of Maternal Deaths due to Severe hypertesnion/fits,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,0,2
Pondicherry,'16.5.6',Number of Maternal Deaths due to Other Causes (including causes not known),TOTAL,2,2,NA,2,0,2,2,NA,2,0,2,2,NA,2,0,2,2,NA,2,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,9,9,NA,8,1
Pondicherry,'16.6',Total Facility Based Maternal Death Reviews (FBMDR) done,TOTAL,1,1,NA,1,0,0,0,NA,0,0,2,2,NA,2,0,0,0,NA,0,0,1,1,NA,0,1,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,6,6,NA,3,3
Pondicherry,'16.7.1',Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,0,0,NA,0,0,1,1,NA,1,0,2,2,NA,2,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,3,3,NA,3,0
Pondicherry,'16.7.2',Number of Adolscent / Adult deaths due to Tuberculosis,TOTAL,3,3,NA,3,0,7,7,NA,7,0,2,2,NA,2,0,5,5,NA,5,0,3,3,NA,3,0,3,3,NA,3,0,2,2,NA,2,0,2,2,NA,2,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,27,27,NA,27,0
Pondicherry,'16.7.3',Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),TOTAL,2,2,NA,2,0,7,7,NA,7,0,11,11,NA,11,0,5,5,NA,5,0,3,3,NA,3,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,28,28,NA,28,0
Pondicherry,'16.7.4',Number of Adolscent / Adult deaths due to Other Fever Related,TOTAL,44,44,NA,43,1,48,48,NA,48,0,1,1,NA,0,1,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,0,0,95,95,NA,92,3
Pondicherry,'16.7.5',Number of Adolscent / Adult deaths due to HIV/AIDS,TOTAL,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,2,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,2,0
Pondicherry,'16.7.6',Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,TOTAL,28,28,NA,24,4,55,55,NA,52,3,39,39,NA,39,0,20,20,NA,18,2,35,35,NA,31,4,25,25,NA,25,0,27,27,NA,25,2,1,1,NA,0,1,3,3,NA,1,2,1,1,NA,1,0,1,1,NA,0,1,2,2,NA,0,2,237,237,NA,216,21
Pondicherry,'16.7.7',Number of Adolscent / Adult deaths due to Cancer,TOTAL,11,11,NA,9,2,20,20,NA,20,0,31,31,NA,29,2,14,14,NA,14,0,15,15,NA,15,0,8,8,NA,8,0,16,16,NA,11,5,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,2,2,NA,1,1,119,119,NA,107,12
Pondicherry,'16.7.8',Number of Adolscent / Adult deaths due to Neurological disease including strokes,TOTAL,3,3,NA,3,0,6,6,NA,6,0,6,6,NA,6,0,4,4,NA,4,0,2,2,NA,2,0,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,22,22,NA,22,0
Pondicherry,'16.7.9',Number of Adolscent / Adult deaths due to Accidents/Burn cases,TOTAL,58,58,NA,58,0,39,39,NA,39,0,47,47,NA,46,1,43,43,NA,43,0,35,35,NA,35,0,42,42,NA,41,1,43,43,NA,42,1,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,3,3,NA,1,2,0,0,NA,0,0,311,311,NA,305,6
Pondicherry,'16.7.10',Number of Adolscent / Adult deaths due to Suicide,TOTAL,4,4,NA,2,2,8,8,NA,4,4,4,4,NA,1,3,3,3,NA,3,0,2,2,NA,1,1,4,4,NA,0,4,3,3,NA,0,3,1,1,NA,0,1,1,1,NA,0,1,1,1,NA,0,1,3,3,NA,2,1,2,2,NA,1,1,36,36,NA,14,22
Pondicherry,'16.7.11',Number of Adolscent / Adult deaths due to Animal bites and stings,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,1,1,NA,0,1,2,2,NA,0,2
Pondicherry,'16.7.12',Number of Adolscent / Adult deaths due to Known Acute Disease,TOTAL,15,15,NA,15,0,28,28,NA,27,1,60,60,NA,60,0,16,16,NA,16,0,22,22,NA,22,0,24,24,NA,24,0,49,49,NA,48,1,4,4,NA,3,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,218,218,NA,215,3
Pondicherry,'16.7.13',Number of Adolscent / Adult deaths due to Known Chronic Disease,TOTAL,14,14,NA,12,2,44,44,NA,36,8,51,51,NA,48,3,21,21,NA,21,0,13,13,NA,10,3,7,7,NA,4,3,2,2,NA,2,0,3,3,NA,0,3,4,4,NA,2,2,3,3,NA,3,0,4,4,NA,0,4,0,0,NA,0,0,166,166,NA,138,28
